Chill,159/1313,4/20,151/1230,12/103,140/1111,23/222,161/1290,2/43,162/1310,1/23
"",(12.1),,(12.3),(11.7),(12.6),(10.4),(12.5),,(12.4),
"",,(20.0),,,,,,(4.7),,(4.3)
Signs,,,,,,,,,,
Throat congestion,21/1269,0/17,20/1189,1/97,18/1075,3/211,21/1245,0/41,21/1266,0/20
"",(1.7),,(1.7),,(1.7),,(1.7),,(1.7),
"",,(0),,(1),,(1.4),,(0),,(0)
Tonsil swelling,31/1355,0/21,28/1265,3/111,25/1133,6/243,29/1326,2/50,31/1348,0/28
"",(2.3),,(2.2),,(2.2),,(2.2),,(2.3),
"",,(0),,(2.7),,(2.5),,(4.0),,(0)
Enlargement of lymph nodes,2/1355,0/20,2/1267,0/108,2/1135,0/240,1/1325,1/50,2/1347,0/28
"",(0.1),,(0.2),,(0.2),,(0.1),,(0.1),
"",,(0),,(0),,(0),,(2.0),,(0)
"",(5.7),(14.3),(5.5),(10.3),(4.9),(10.5),(5.5),(14.0),(5.9),(4.3)
Diarrhea,57/1338,0/21,48/1255,9/104,46/1129,11/230,53/1313,4/46,57/1336,0/23
"",(4.3),,(3.8),,(4.1),(4.8),,,(4.3),
"",,(0),,(8.7),,,(4.0),(8.7),,(0)
Myalgia/arthralgia,231/1320,3/18,218/1234,16/104,188/1112,46/226,227/1294,7/44,233/1317,1/21
"",(17.5),(16.7),(17.7),(15.4),(16.9),(20.4),(17.5),,(17.7),
"",,,,,,,,(15.9),,(4.8)
Chill,159/1313,4/20,151/1230,12/103,140/1111,23/222,161/1290,2/43,162/1310,1/23
"",(12.1),,(12.3),(11.7),(12.6),(10.4),(12.5),,(12.4),
"",,(20.0),,,,,,(4.7),,(4.3)
Signs,,,,,,,,,,
Throat congestion,21/1269,0/17,20/1189,1/97,18/1075,3/211,21/1245,0/41,21/1266,0/20
"",(1.7),,(1.7),,(1.7),,(1.7),,(1.7),
"",,(0),,(1),,(1.4),,(0),,(0)
Tonsil swelling,31/1355,0/21,28/1265,3/111,25/1133,6/243,29/1326,2/50,31/1348,0/28
"",(2.3),,(2.2),,(2.2),,(2.2),,(2.3),
"",,(0),,(2.7),,(2.5),,(4.0),,(0)
Enlargement of lymph nodes,2/1355,0/20,2/1267,0/108,2/1135,0/240,1/1325,1/50,2/1347,0/28
"",(0.1),,(0.2),,(0.2),,(0.1),,(0.1),
"",,(0),,(0),,(0),,(2.0),,(0)
"",(5.7),(14.3),(5.5),(10.3),(4.9),(10.5),(5.5),(14.0),(5.9),(4.3)
Diarrhea,57/1338,0/21,48/1255,9/104,46/1129,11/230,53/1313,4/46,57/1336,0/23
"",(4.3),,(3.8),,(4.1),(4.8),,,(4.3),
"",,(0),,(8.7),,,(4.0),(8.7),,(0)
Myalgia/arthralgia,231/1320,3/18,218/1234,16/104,188/1112,46/226,227/1294,7/44,233/1317,1/21
"",(17.5),(16.7),(17.7),(15.4),(16.9),(20.4),(17.5),,(17.7),
"",,,,,,,,(15.9),,(4.8)
Chill,159/1313,4/20,151/1230,12/103,140/1111,23/222,161/1290,2/43,162/1310,1/23
"",(12.1),,(12.3),(11.7),(12.6),(10.4),(12.5),,(12.4),
"",,(20.0),,,,,,(4.7),,(4.3)
Signs,,,,,,,,,,
Throat congestion,21/1269,0/17,20/1189,1/97,18/1075,3/211,21/1245,0/41,21/1266,0/20
"",(1.7),,(1.7),,(1.7),,(1.7),,(1.7),
"",,(0),,(1),,(1.4),,(0),,(0)
Tonsil swelling,31/1355,0/21,28/1265,3/111,25/1133,6/243,29/1326,2/50,31/1348,0/28
"",(2.3),,(2.2),,(2.2),,(2.2),,(2.3),
"",,(0),,(2.7),,(2.5),,(4.0),,(0)
Enlargement of lymph nodes,2/1355,0/20,2/1267,0/108,2/1135,0/240,1/1325,1/50,2/1347,0/28
"",(0.1),,(0.2),,(0.2),,(0.1),,(0.1),
"",,(0),,(0),,(0),,(2.0),,(0)
"",(5.7),(14.3),(5.5),(10.3),(4.9),(10.5),(5.5),(14.0),(5.9),(4.3)
Diarrhea,57/1338,0/21,48/1255,9/104,46/1129,11/230,53/1313,4/46,57/1336,0/23
"",(4.3),,(3.8),,(4.1),(4.8),,,(4.3),
"",,(0),,(8.7),,,(4.0),(8.7),,(0)
Myalgia/arthralgia,231/1320,3/18,218/1234,16/104,188/1112,46/226,227/1294,7/44,233/1317,1/21
"",(17.5),(16.7),(17.7),(15.4),(16.9),(20.4),(17.5),,(17.7),
"",,,,,,,,(15.9),,(4.8)
Chill,159/1313,4/20,151/1230,12/103,140/1111,23/222,161/1290,2/43,162/1310,1/23
"",(12.1),,(12.3),(11.7),(12.6),(10.4),(12.5),,(12.4),
"",,(20.0),,,,,,(4.7),,(4.3)
Signs,,,,,,,,,,
Throat congestion,21/1269,0/17,20/1189,1/97,18/1075,3/211,21/1245,0/41,21/1266,0/20
"",(1.7),,(1.7),,(1.7),,(1.7),,(1.7),
"",,(0),,(1),,(1.4),,(0),,(0)
Tonsil swelling,31/1355,0/21,28/1265,3/111,25/1133,6/243,29/1326,2/50,31/1348,0/28
"",(2.3),,(2.2),,(2.2),,(2.2),,(2.3),
"",,(0),,(2.7),,(2.5),,(4.0),,(0)
Enlargement of lymph nodes,2/1355,0/20,2/1267,0/108,2/1135,0/240,1/1325,1/50,2/1347,0/28
"",(0.1),,(0.2),,(0.2),,(0.1),,(0.1),
"",,(0),,(0),,(0),,(2.0),,(0)
"",(5.7),(14.3),(5.5),(10.3),(4.9),(10.5),(5.5),(14.0),(5.9),(4.3)
Diarrhea,57/1338,0/21,48/1255,9/104,46/1129,11/230,53/1313,4/46,57/1336,0/23
"",(4.3),,(3.8),,(4.1),(4.8),,,(4.3),
"",,(0),,(8.7),,,(4.0),(8.7),,(0)
Myalgia/arthralgia,231/1320,3/18,218/1234,16/104,188/1112,46/226,227/1294,7/44,233/1317,1/21
"",(17.5),(16.7),(17.7),(15.4),(16.9),(20.4),(17.5),,(17.7),
"",,,,,,,,(15.9),,(4.8)
Chill,159/1313,4/20,151/1230,12/103,140/1111,23/222,161/1290,2/43,162/1310,1/23
"",(12.1),,(12.3),(11.7),(12.6),(10.4),(12.5),,(12.4),
"",,(20.0),,,,,,(4.7),,(4.3)
Signs,,,,,,,,,,
Throat congestion,21/1269,0/17,20/1189,1/97,18/1075,3/211,21/1245,0/41,21/1266,0/20
"",(1.7),,(1.7),,(1.7),,(1.7),,(1.7),
"",,(0),,(1),,(1.4),,(0),,(0)
Tonsil swelling,31/1355,0/21,28/1265,3/111,25/1133,6/243,29/1326,2/50,31/1348,0/28
"",(2.3),,(2.2),,(2.2),,(2.2),,(2.3),
"",,(0),,(2.7),,(2.5),,(4.0),,(0)
Enlargement of lymph nodes,2/1355,0/20,2/1267,0/108,2/1135,0/240,1/1325,1/50,2/1347,0/28
"",(0.1),,(0.2),,(0.2),,(0.1),,(0.1),
"",,(0),,(0),,(0),,(2.0),,(0)
Rash,3/1357,0/21,2/1270,1/108,2/1141,1/237,3/1327,0/51,3/1351,0/27
"",(0.2),,(0.2),,(0.2),,(0.2),,(0.2),
"",,(0),,(0.9),,(0.4),,(0),,(0)
Unconsciousness,18/1400,2/21,18/1309,2/112,12/1175,8/246,17/1371,3/50,19/1392,1/29
"",(1.3),,(1.4),,,,(1.2),,(1.4),
"",,(9.5),,(1.8),(1.0),(3.3),,(6),,(3.4)
Abnormal chest image,,,,,,,,,,
Radiograph,236/1566,7/24,218/1460,25/130,178/1321,65/269,231/1531,12/59,231/1560,12/30
"",(15.1),(29.2),(14.9),(19.2),(13.5),(24.2),(15.1),(20.3),(14.8),
"",,,,,,,,,,(40)
Computed tomography,1113/1566,17/24,1034/1460,96/130,926/1321,204/269,1090/1531,40/59,1111/1560,19/30
"",(71.1),(70.8),(70.8),(73.8),(70.1),(75.8),(71.2),(67.8),(71.2),(63.3)
Hubei,,,,,,,,,,
Yes,633/1566,14/24,568/1460,79/130,491/1321,156/269,609/1531,38/59,623/1560,24/30
"",(40.4),(58.3),(38.9),(60.8),(37.2),(58),(39.8),(64.4),(39.9),
"",,,,,,,,,,(80.0)
No,933/1566,10/24,892/1460,51/130,830/1321,113/269,922/1531,21/59,937/1560,6/30
"",(59.6),(41.7),(61.1),(39.2),(62.8),(42),(60.2),(35.6),(60.1),
"",,,,,,,,,,(20.0)
Wuhan-contacted,,,,,,,,,,
Rash,3/1357,0/21,2/1270,1/108,2/1141,1/237,3/1327,0/51,3/1351,0/27
"",(0.2),,(0.2),,(0.2),,(0.2),,(0.2),
"",,(0),,(0.9),,(0.4),,(0),,(0)
Unconsciousness,18/1400,2/21,18/1309,2/112,12/1175,8/246,17/1371,3/50,19/1392,1/29
"",(1.3),,(1.4),,,,(1.2),,(1.4),
"",,(9.5),,(1.8),(1.0),(3.3),,(6),,(3.4)
Abnormal chest image,,,,,,,,,,
Radiograph,236/1566,7/24,218/1460,25/130,178/1321,65/269,231/1531,12/59,231/1560,12/30
"",(15.1),(29.2),(14.9),(19.2),(13.5),(24.2),(15.1),(20.3),(14.8),
"",,,,,,,,,,(40)
Computed tomography,1113/1566,17/24,1034/1460,96/130,926/1321,204/269,1090/1531,40/59,1111/1560,19/30
"",(71.1),(70.8),(70.8),(73.8),(70.1),(75.8),(71.2),(67.8),(71.2),(63.3)
Hubei,,,,,,,,,,
Yes,633/1566,14/24,568/1460,79/130,491/1321,156/269,609/1531,38/59,623/1560,24/30
"",(40.4),(58.3),(38.9),(60.8),(37.2),(58),(39.8),(64.4),(39.9),
"",,,,,,,,,,(80.0)
No,933/1566,10/24,892/1460,51/130,830/1321,113/269,922/1531,21/59,937/1560,6/30
"",(59.6),(41.7),(61.1),(39.2),(62.8),(42),(60.2),(35.6),(60.1),
"",,,,,,,,,,(20.0)
Wuhan-contacted,,,,,,,,,,
Rash,3/1357,0/21,2/1270,1/108,2/1141,1/237,3/1327,0/51,3/1351,0/27
"",(0.2),,(0.2),,(0.2),,(0.2),,(0.2),
"",,(0),,(0.9),,(0.4),,(0),,(0)
Unconsciousness,18/1400,2/21,18/1309,2/112,12/1175,8/246,17/1371,3/50,19/1392,1/29
"",(1.3),,(1.4),,,,(1.2),,(1.4),
"",,(9.5),,(1.8),(1.0),(3.3),,(6),,(3.4)
Abnormal chest image,,,,,,,,,,
Radiograph,236/1566,7/24,218/1460,25/130,178/1321,65/269,231/1531,12/59,231/1560,12/30
"",(15.1),(29.2),(14.9),(19.2),(13.5),(24.2),(15.1),(20.3),(14.8),
"",,,,,,,,,,(40)
Computed tomography,1113/1566,17/24,1034/1460,96/130,926/1321,204/269,1090/1531,40/59,1111/1560,19/30
"",(71.1),(70.8),(70.8),(73.8),(70.1),(75.8),(71.2),(67.8),(71.2),(63.3)
Hubei,,,,,,,,,,
Yes,633/1566,14/24,568/1460,79/130,491/1321,156/269,609/1531,38/59,623/1560,24/30
"",(40.4),(58.3),(38.9),(60.8),(37.2),(58),(39.8),(64.4),(39.9),
"",,,,,,,,,,(80.0)
No,933/1566,10/24,892/1460,51/130,830/1321,113/269,922/1531,21/59,937/1560,6/30
"",(59.6),(41.7),(61.1),(39.2),(62.8),(42),(60.2),(35.6),(60.1),
"",,,,,,,,,,(20.0)
Wuhan-contacted,,,,,,,,,,
Rash,3/1357,0/21,2/1270,1/108,2/1141,1/237,3/1327,0/51,3/1351,0/27
"",(0.2),,(0.2),,(0.2),,(0.2),,(0.2),
"",,(0),,(0.9),,(0.4),,(0),,(0)
Unconsciousness,18/1400,2/21,18/1309,2/112,12/1175,8/246,17/1371,3/50,19/1392,1/29
"",(1.3),,(1.4),,,,(1.2),,(1.4),
"",,(9.5),,(1.8),(1.0),(3.3),,(6),,(3.4)
Abnormal chest image,,,,,,,,,,
Radiograph,236/1566,7/24,218/1460,25/130,178/1321,65/269,231/1531,12/59,231/1560,12/30
"",(15.1),(29.2),(14.9),(19.2),(13.5),(24.2),(15.1),(20.3),(14.8),
"",,,,,,,,,,(40)
Computed tomography,1113/1566,17/24,1034/1460,96/130,926/1321,204/269,1090/1531,40/59,1111/1560,19/30
"",(71.1),(70.8),(70.8),(73.8),(70.1),(75.8),(71.2),(67.8),(71.2),(63.3)
Hubei,,,,,,,,,,
Yes,633/1566,14/24,568/1460,79/130,491/1321,156/269,609/1531,38/59,623/1560,24/30
"",(40.4),(58.3),(38.9),(60.8),(37.2),(58),(39.8),(64.4),(39.9),
"",,,,,,,,,,(80.0)
No,933/1566,10/24,892/1460,51/130,830/1321,113/269,922/1531,21/59,937/1560,6/30
"",(59.6),(41.7),(61.1),(39.2),(62.8),(42),(60.2),(35.6),(60.1),
"",,,,,,,,,,(20.0)
Wuhan-contacted,,,,,,,,,,
Rash,3/1357,0/21,2/1270,1/108,2/1141,1/237,3/1327,0/51,3/1351,0/27
"",(0.2),,(0.2),,(0.2),,(0.2),,(0.2),
"",,(0),,(0.9),,(0.4),,(0),,(0)
Unconsciousness,18/1400,2/21,18/1309,2/112,12/1175,8/246,17/1371,3/50,19/1392,1/29
"",(1.3),,(1.4),,,,(1.2),,(1.4),
"",,(9.5),,(1.8),(1.0),(3.3),,(6),,(3.4)
Abnormal chest image,,,,,,,,,,
Radiograph,236/1566,7/24,218/1460,25/130,178/1321,65/269,231/1531,12/59,231/1560,12/30
"",(15.1),(29.2),(14.9),(19.2),(13.5),(24.2),(15.1),(20.3),(14.8),
"",,,,,,,,,,(40)
Computed tomography,1113/1566,17/24,1034/1460,96/130,926/1321,204/269,1090/1531,40/59,1111/1560,19/30
"",(71.1),(70.8),(70.8),(73.8),(70.1),(75.8),(71.2),(67.8),(71.2),(63.3)
Hubei,,,,,,,,,,
Yes,633/1566,14/24,568/1460,79/130,491/1321,156/269,609/1531,38/59,623/1560,24/30
"",(40.4),(58.3),(38.9),(60.8),(37.2),(58),(39.8),(64.4),(39.9),
"",,,,,,,,,,(80.0)
No,933/1566,10/24,892/1460,51/130,830/1321,113/269,922/1531,21/59,937/1560,6/30
"",(59.6),(41.7),(61.1),(39.2),(62.8),(42),(60.2),(35.6),(60.1),
"",,,,,,,,,,(20.0)
Wuhan-contacted,,,,,,,,,,
Rash,3/1357,0/21,2/1270,1/108,2/1141,1/237,3/1327,0/51,3/1351,0/27
"",(0.2),,(0.2),,(0.2),,(0.2),,(0.2),
"",,(0),,(0.9),,(0.4),,(0),,(0)
Unconsciousness,18/1400,2/21,18/1309,2/112,12/1175,8/246,17/1371,3/50,19/1392,1/29
"",(1.3),,(1.4),,,,(1.2),,(1.4),
"",,(9.5),,(1.8),(1.0),(3.3),,(6),,(3.4)
Abnormal chest image,,,,,,,,,,
Radiograph,236/1566,7/24,218/1460,25/130,178/1321,65/269,231/1531,12/59,231/1560,12/30
"",(15.1),(29.2),(14.9),(19.2),(13.5),(24.2),(15.1),(20.3),(14.8),
"",,,,,,,,,,(40)
Computed tomography,1113/1566,17/24,1034/1460,96/130,926/1321,204/269,1090/1531,40/59,1111/1560,19/30
"",(71.1),(70.8),(70.8),(73.8),(70.1),(75.8),(71.2),(67.8),(71.2),(63.3)
Hubei,,,,,,,,,,
Yes,633/1566,14/24,568/1460,79/130,491/1321,156/269,609/1531,38/59,623/1560,24/30
"",(40.4),(58.3),(38.9),(60.8),(37.2),(58),(39.8),(64.4),(39.9),
"",,,,,,,,,,(80.0)
No,933/1566,10/24,892/1460,51/130,830/1321,113/269,922/1531,21/59,937/1560,6/30
"",(59.6),(41.7),(61.1),(39.2),(62.8),(42),(60.2),(35.6),(60.1),
"",,,,,,,,,,(20.0)
Wuhan-contacted,,,,,,,,,,
Rash,3/1357,0/21,2/1270,1/108,2/1141,1/237,3/1327,0/51,3/1351,0/27
"",(0.2),,(0.2),,(0.2),,(0.2),,(0.2),
"",,(0),,(0.9),,(0.4),,(0),,(0)
Unconsciousness,18/1400,2/21,18/1309,2/112,12/1175,8/246,17/1371,3/50,19/1392,1/29
"",(1.3),,(1.4),,,,(1.2),,(1.4),
"",,(9.5),,(1.8),(1.0),(3.3),,(6),,(3.4)
Abnormal chest image,,,,,,,,,,
Radiograph,236/1566,7/24,218/1460,25/130,178/1321,65/269,231/1531,12/59,231/1560,12/30
"",(15.1),(29.2),(14.9),(19.2),(13.5),(24.2),(15.1),(20.3),(14.8),
"",,,,,,,,,,(40)
Computed tomography,1113/1566,17/24,1034/1460,96/130,926/1321,204/269,1090/1531,40/59,1111/1560,19/30
"",(71.1),(70.8),(70.8),(73.8),(70.1),(75.8),(71.2),(67.8),(71.2),(63.3)
Hubei,,,,,,,,,,
Yes,633/1566,14/24,568/1460,79/130,491/1321,156/269,609/1531,38/59,623/1560,24/30
"",(40.4),(58.3),(38.9),(60.8),(37.2),(58),(39.8),(64.4),(39.9),
"",,,,,,,,,,(80.0)
No,933/1566,10/24,892/1460,51/130,830/1321,113/269,922/1531,21/59,937/1560,6/30
"",(59.6),(41.7),(61.1),(39.2),(62.8),(42),(60.2),(35.6),(60.1),
"",,,,,,,,,,(20.0)
Wuhan-contacted,,,,,,,,,,
Yes,1312/156,22/24,1216/1460,118/130,1092/1321,242/269,1282/1531,52/59,1306/1560,28/30
"",6 (83.8),(91.7),(83.3),(90.8),(82.7),(90),(83.7),(88.1),(83.7),(93.3)
No,254/1566,2/24,244/1460,12/130,229/1321,27/269,249/1531,7/59,254/1560,2/30
"",(16.2),,(16.7),(9.2),(17.3),,(16.3),,(16.3),
"",,(8.3),,,,(10),,(11.9),,(6.7)
Severity,239/1566,15/24,209/1460,45/130,166/1321,88/269,234/1531,20/59,239/1560,15/30
"",(15.3),(62.5),(14.3),(34.6),(12.6),(32.7),(15.3),(33.9),(15.3),
"",,,,,,,,,,(50)
Composite endpoint,119/1566,12/24,100/1460,31/130,78/1321,53/269,118/1531,13/59,121/1560,10/30
"",(7.6),,(6.8),(23.8),(5.9),(19.7),(7.7),,(7.8),(33.3)
"",,(50.0),,,,,,(22.0),,
Deaths,44/1566,6/24,37/1460,13/130,22/1321,28/269,42/1531,8/59,44/1560,6/30
"",(2.8),(25.0),(2.5),,(1.7),(10.4),(2.7),,(2.8),
"",,,,(10.0),,,,(13.6),,(20)
Admission to ICU,92/1566,7/24,80/1460,19/130,61/1321,38/269,91/1531,8/59,92/1560,7/30
"",(5.9),(29.2),(5.5),(14.6),(4.6),(14.1),(5.9),,(5.9),
"",,,,,,,,(13.6),,(23.3)
Invasive ventilation,45/1566,5/24,39/1460,11/130,28/1321,22/269,44/1531,6/59,46/1560,4/30
"",(2.9),(20.8),(2.7),(8.5),(2.1),(8.2),(2.9),,(2.9),
"",,,,,,,,(10.2),,(13.3)
Yes,1312/156,22/24,1216/1460,118/130,1092/1321,242/269,1282/1531,52/59,1306/1560,28/30
"",6 (83.8),(91.7),(83.3),(90.8),(82.7),(90),(83.7),(88.1),(83.7),(93.3)
No,254/1566,2/24,244/1460,12/130,229/1321,27/269,249/1531,7/59,254/1560,2/30
"",(16.2),,(16.7),(9.2),(17.3),,(16.3),,(16.3),
"",,(8.3),,,,(10),,(11.9),,(6.7)
Severity,239/1566,15/24,209/1460,45/130,166/1321,88/269,234/1531,20/59,239/1560,15/30
"",(15.3),(62.5),(14.3),(34.6),(12.6),(32.7),(15.3),(33.9),(15.3),
"",,,,,,,,,,(50)
Composite endpoint,119/1566,12/24,100/1460,31/130,78/1321,53/269,118/1531,13/59,121/1560,10/30
"",(7.6),,(6.8),(23.8),(5.9),(19.7),(7.7),,(7.8),(33.3)
"",,(50.0),,,,,,(22.0),,
Deaths,44/1566,6/24,37/1460,13/130,22/1321,28/269,42/1531,8/59,44/1560,6/30
"",(2.8),(25.0),(2.5),,(1.7),(10.4),(2.7),,(2.8),
"",,,,(10.0),,,,(13.6),,(20)
Admission to ICU,92/1566,7/24,80/1460,19/130,61/1321,38/269,91/1531,8/59,92/1560,7/30
"",(5.9),(29.2),(5.5),(14.6),(4.6),(14.1),(5.9),,(5.9),
"",,,,,,,,(13.6),,(23.3)
Invasive ventilation,45/1566,5/24,39/1460,11/130,28/1321,22/269,44/1531,6/59,46/1560,4/30
"",(2.9),(20.8),(2.7),(8.5),(2.1),(8.2),(2.9),,(2.9),
"",,,,,,,,(10.2),,(13.3)
Yes,1312/156,22/24,1216/1460,118/130,1092/1321,242/269,1282/1531,52/59,1306/1560,28/30
"",6 (83.8),(91.7),(83.3),(90.8),(82.7),(90),(83.7),(88.1),(83.7),(93.3)
No,254/1566,2/24,244/1460,12/130,229/1321,27/269,249/1531,7/59,254/1560,2/30
"",(16.2),,(16.7),(9.2),(17.3),,(16.3),,(16.3),
"",,(8.3),,,,(10),,(11.9),,(6.7)
Severity,239/1566,15/24,209/1460,45/130,166/1321,88/269,234/1531,20/59,239/1560,15/30
"",(15.3),(62.5),(14.3),(34.6),(12.6),(32.7),(15.3),(33.9),(15.3),
"",,,,,,,,,,(50)
Composite endpoint,119/1566,12/24,100/1460,31/130,78/1321,53/269,118/1531,13/59,121/1560,10/30
"",(7.6),,(6.8),(23.8),(5.9),(19.7),(7.7),,(7.8),(33.3)
"",,(50.0),,,,,,(22.0),,
Deaths,44/1566,6/24,37/1460,13/130,22/1321,28/269,42/1531,8/59,44/1560,6/30
"",(2.8),(25.0),(2.5),,(1.7),(10.4),(2.7),,(2.8),
"",,,,(10.0),,,,(13.6),,(20)
Admission to ICU,92/1566,7/24,80/1460,19/130,61/1321,38/269,91/1531,8/59,92/1560,7/30
"",(5.9),(29.2),(5.5),(14.6),(4.6),(14.1),(5.9),,(5.9),
"",,,,,,,,(13.6),,(23.3)
Invasive ventilation,45/1566,5/24,39/1460,11/130,28/1321,22/269,44/1531,6/59,46/1560,4/30
"",(2.9),(20.8),(2.7),(8.5),(2.1),(8.2),(2.9),,(2.9),
"",,,,,,,,(10.2),,(13.3)
Yes,1312/156,22/24,1216/1460,118/130,1092/1321,242/269,1282/1531,52/59,1306/1560,28/30
"",6 (83.8),(91.7),(83.3),(90.8),(82.7),(90),(83.7),(88.1),(83.7),(93.3)
No,254/1566,2/24,244/1460,12/130,229/1321,27/269,249/1531,7/59,254/1560,2/30
"",(16.2),,(16.7),(9.2),(17.3),,(16.3),,(16.3),
"",,(8.3),,,,(10),,(11.9),,(6.7)
Severity,239/1566,15/24,209/1460,45/130,166/1321,88/269,234/1531,20/59,239/1560,15/30
"",(15.3),(62.5),(14.3),(34.6),(12.6),(32.7),(15.3),(33.9),(15.3),
"",,,,,,,,,,(50)
Composite endpoint,119/1566,12/24,100/1460,31/130,78/1321,53/269,118/1531,13/59,121/1560,10/30
"",(7.6),,(6.8),(23.8),(5.9),(19.7),(7.7),,(7.8),(33.3)
"",,(50.0),,,,,,(22.0),,
Deaths,44/1566,6/24,37/1460,13/130,22/1321,28/269,42/1531,8/59,44/1560,6/30
"",(2.8),(25.0),(2.5),,(1.7),(10.4),(2.7),,(2.8),
"",,,,(10.0),,,,(13.6),,(20)
Admission to ICU,92/1566,7/24,80/1460,19/130,61/1321,38/269,91/1531,8/59,92/1560,7/30
"",(5.9),(29.2),(5.5),(14.6),(4.6),(14.1),(5.9),,(5.9),
"",,,,,,,,(13.6),,(23.3)
Invasive ventilation,45/1566,5/24,39/1460,11/130,28/1321,22/269,44/1531,6/59,46/1560,4/30
"",(2.9),(20.8),(2.7),(8.5),(2.1),(8.2),(2.9),,(2.9),
"",,,,,,,,(10.2),,(13.3)
Yes,1312/156,22/24,1216/1460,118/130,1092/1321,242/269,1282/1531,52/59,1306/1560,28/30
"",6 (83.8),(91.7),(83.3),(90.8),(82.7),(90),(83.7),(88.1),(83.7),(93.3)
No,254/1566,2/24,244/1460,12/130,229/1321,27/269,249/1531,7/59,254/1560,2/30
"",(16.2),,(16.7),(9.2),(17.3),,(16.3),,(16.3),
"",,(8.3),,,,(10),,(11.9),,(6.7)
Severity,239/1566,15/24,209/1460,45/130,166/1321,88/269,234/1531,20/59,239/1560,15/30
"",(15.3),(62.5),(14.3),(34.6),(12.6),(32.7),(15.3),(33.9),(15.3),
"",,,,,,,,,,(50)
Composite endpoint,119/1566,12/24,100/1460,31/130,78/1321,53/269,118/1531,13/59,121/1560,10/30
"",(7.6),,(6.8),(23.8),(5.9),(19.7),(7.7),,(7.8),(33.3)
"",,(50.0),,,,,,(22.0),,
Deaths,44/1566,6/24,37/1460,13/130,22/1321,28/269,42/1531,8/59,44/1560,6/30
"",(2.8),(25.0),(2.5),,(1.7),(10.4),(2.7),,(2.8),
"",,,,(10.0),,,,(13.6),,(20)
Admission to ICU,92/1566,7/24,80/1460,19/130,61/1321,38/269,91/1531,8/59,92/1560,7/30
"",(5.9),(29.2),(5.5),(14.6),(4.6),(14.1),(5.9),,(5.9),
"",,,,,,,,(13.6),,(23.3)
Invasive ventilation,45/1566,5/24,39/1460,11/130,28/1321,22/269,44/1531,6/59,46/1560,4/30
"",(2.9),(20.8),(2.7),(8.5),(2.1),(8.2),(2.9),,(2.9),
"",,,,,,,,(10.2),,(13.3)
Yes,1312/156,22/24,1216/1460,118/130,1092/1321,242/269,1282/1531,52/59,1306/1560,28/30
"",6 (83.8),(91.7),(83.3),(90.8),(82.7),(90),(83.7),(88.1),(83.7),(93.3)
No,254/1566,2/24,244/1460,12/130,229/1321,27/269,249/1531,7/59,254/1560,2/30
"",(16.2),,(16.7),(9.2),(17.3),,(16.3),,(16.3),
"",,(8.3),,,,(10),,(11.9),,(6.7)
Severity,239/1566,15/24,209/1460,45/130,166/1321,88/269,234/1531,20/59,239/1560,15/30
"",(15.3),(62.5),(14.3),(34.6),(12.6),(32.7),(15.3),(33.9),(15.3),
"",,,,,,,,,,(50)
Composite endpoint,119/1566,12/24,100/1460,31/130,78/1321,53/269,118/1531,13/59,121/1560,10/30
"",(7.6),,(6.8),(23.8),(5.9),(19.7),(7.7),,(7.8),(33.3)
"",,(50.0),,,,,,(22.0),,
Deaths,44/1566,6/24,37/1460,13/130,22/1321,28/269,42/1531,8/59,44/1560,6/30
"",(2.8),(25.0),(2.5),,(1.7),(10.4),(2.7),,(2.8),
"",,,,(10.0),,,,(13.6),,(20)
Admission to ICU,92/1566,7/24,80/1460,19/130,61/1321,38/269,91/1531,8/59,92/1560,7/30
"",(5.9),(29.2),(5.5),(14.6),(4.6),(14.1),(5.9),,(5.9),
"",,,,,,,,(13.6),,(23.3)
Invasive ventilation,45/1566,5/24,39/1460,11/130,28/1321,22/269,44/1531,6/59,46/1560,4/30
"",(2.9),(20.8),(2.7),(8.5),(2.1),(8.2),(2.9),,(2.9),
"",,,,,,,,(10.2),,(13.3)
Yes,1312/156,22/24,1216/1460,118/130,1092/1321,242/269,1282/1531,52/59,1306/1560,28/30
"",6 (83.8),(91.7),(83.3),(90.8),(82.7),(90),(83.7),(88.1),(83.7),(93.3)
No,254/1566,2/24,244/1460,12/130,229/1321,27/269,249/1531,7/59,254/1560,2/30
"",(16.2),,(16.7),(9.2),(17.3),,(16.3),,(16.3),
"",,(8.3),,,,(10),,(11.9),,(6.7)
Severity,239/1566,15/24,209/1460,45/130,166/1321,88/269,234/1531,20/59,239/1560,15/30
"",(15.3),(62.5),(14.3),(34.6),(12.6),(32.7),(15.3),(33.9),(15.3),
"",,,,,,,,,,(50)
Composite endpoint,119/1566,12/24,100/1460,31/130,78/1321,53/269,118/1531,13/59,121/1560,10/30
"",(7.6),,(6.8),(23.8),(5.9),(19.7),(7.7),,(7.8),(33.3)
"",,(50.0),,,,,,(22.0),,
Deaths,44/1566,6/24,37/1460,13/130,22/1321,28/269,42/1531,8/59,44/1560,6/30
"",(2.8),(25.0),(2.5),,(1.7),(10.4),(2.7),,(2.8),
"",,,,(10.0),,,,(13.6),,(20)
Admission to ICU,92/1566,7/24,80/1460,19/130,61/1321,38/269,91/1531,8/59,92/1560,7/30
"",(5.9),(29.2),(5.5),(14.6),(4.6),(14.1),(5.9),,(5.9),
